CheeseId,CheeseName,ManufacturerName,ManufacturerProvCode,ManufacturingType,WebSite,FatContentPercent,MoisturePercent,Particularities,Flavour,Characteristics,Ripening,Organic,CategoryType,MilkType,MilkTreatmentType,RindType,LastUpdateDate
1246,Fromage en grains la Chèvrerie Barrousse,Chèvrerie Barrousse,QC,Farmstead,http://www.barrousse.com,29.00,42.00,Organic,N/A,Goat's cheese curds,N/A,true,Firm Cheese,Goat,Pasteurized,No Rind,2016-02-03
1247,Fromage frais (de Peveril),Fromagerie de Peveril,QC,Farmstead,N/A,0.00,0.00,Organic. Only small quantities.,"Plain or covered with herbs, pepper, chives, garlic and pepper, hot pepper, basil and sundried tomato seasonings",N/A,Unripened,true,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
1248,Clandestin (Le),Fromagerie Le Détour,QC,Artisan,http://www.fromagerieledetour.ca,33.00,46.00,First prize in it's category at the American Cheese Society Competition in 2012,Spicy without being aggressive,Natural or mixed rind. Rich and creamy texture.,1 Month,false,Soft Cheese,Ewe and Cow,Pasteurized,Washed Rind,2016-02-03
1249,Sentinelle,Fromagerie Le Détour,QC,Artisan,http://www.fromagerieledetour.ca,24.00,52.00,1st place at the 2008 American Cheese Society Contest in the washed rind goat's milk cheese category,Mushroomy,"Washed rind goat cheese, creamy texture",1 Month,false,Soft Cheese,Goat,Pasteurized,Washed Rind,2016-02-03
1250,Magie de Madawaska,Fromagerie Le Détour,QC,Artisan,http://www.fromagerieledetour.ca,28.00,50.00,N/A,Very spicy,Cream-colored cheese with a smooth texture,1 Month,false,Soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1251,Fleur de Brebis,Fromagerie Le Détour,QC,Artisan,http://www.fromagerieledetour.ca,0.00,0.00,N/A,Fruity and slightly acidulous,N/A,Less than 1 Month,false,Semi-soft Cheese,Ewe,Pasteurized,Bloomy Rind,2016-02-03
1252,Marquis de Témiscouata,Fromagerie Le Détour,QC,Artisan,http://www.fromagerieledetour.ca,30.00,50.00,2009 Canadian Cheese Grand Prix Category Winner,Buttery,Creamy and supple texture,Less than 1 Month,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1253,Dame du Lac (La),Fromagerie Le Détour,QC,Artisan,http://www.fromagerieledetour.ca,10.00,56.00,N/A,Very Mild,"Supple and smooth texture, bloomy rind",Less than 1 Month,false,Semi-soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1254,Petit Émile (Le),Fromagerie Le Détour,QC,Artisan,http://www.fromagerieledetour.ca,33.00,37.00,N/A,Acidulous and alcoholic,Light yellowy color,2 Months,false,Firm Cheese,Cow,N/A,No Rind,2016-02-03
1255,Émissaire (L'),Fromagerie Le Détour,QC,Artisan,http://www.fromagerieledetour.ca,0.00,0.00,Ashy,N/A,Creamy cheese,N/A,false,Soft Cheese,Goat,Pasteurized,N/A,2016-02-03
1256,Citadelle,Fromagerie Le Détour,QC,Artisan,http://www.fromagerieledetour.ca,24.00,52.00,N/A,Slight mushroom taste,Goat's Brie,N/A,false,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
1257,Chèvre frais fermier,Cassis et Mélisse,QC,Farmstead,http://www.fromagechevre.ca,23.00,60.00,"Organic. Available plain or seasoned with pepper, ashes, herbs or hemp seeds",Fresh and acidulous,Ladle-molded,Unripened,true,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
1258,Tire-Lune,Cassis et Mélisse,QC,Farmstead,http://www.fromagechevre.ca,38.00,35.00,Organic,Fruity and hazelnutty,"Firm cheese, mixed rind",3 Months,true,Firm Cheese,Goat,Raw Milk,N/A,2016-02-03
1259,Galarneau,Cassis et Mélisse,QC,Farmstead,http://www.fromagechevre.ca,31.00,46.00,Organic,"Creamy taste, slightly goaty","Supple texture, mixed rind",2 Months,true,Semi-soft Cheese,Goat,Pasteurized,N/A,2016-02-03
1260,Chèvre-Naud (Le),Fromagerie Le Chèvre-Naud,QC,Farmstead,N/A,0.00,0.00,N/A,"Plain, raspberry, blueberry, garlic, fine herbs or mixed vegetables",Plain or seasoned fresh cheese,Unripened,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
1262,Petit Brie DuVillage,Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,23.00,54.00,N/A,"Fresh buttery, mushrooms and hazelnut notes","Supple and smooth cheese, creamy texture, white bloomy rind.",Less than 1 Month,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1263,Double Crème DuVillage,Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,30.00,52.00,N/A,"Fruity, mushrooms and hazelnut flavor",Soft cheese with a hint of cream,Less than 1 Month,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1264,Cendré de Lune,Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,38.00,48.00,"Awarded first place (gold) at the 2009 American Cheese Society Judging and Competition in Austin,TX.                Awarded Le Prix du Public in its category in 2012",Heated milk and buttery flavor,"Coated with vegetable ash, creamy texture",N/A,false,Soft Cheese,Cow,Pasteurized,N/A,2016-02-03
1265,Évanjules (L'),Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,26.00,50.00,N/A,"Acidulous, pungent hint of honey and flowers","Fine toad-like rind, runny and creamy texture",Less than 1 Month,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1266,Pleine Lune (Le),Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,38.00,48.00,Cream added,"Slightly acidulous when young, develops a buttery and heated milk taste through ripening","Coated with vegetable ash, creamy texture",N/A,false,Soft Cheese,Cow,Pasteurized,N/A,2016-02-03
1267,Fleur de Lys,Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,38.00,45.00,Cream added,Mild to sharp depending on the age,White to beige-colored,N/A,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1268,Lady Laurier d'Arthabaska,Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,38.00,45.00,N/A,Subtle flowery and brioche aroma,Rich and smooth texture,N/A,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1269,Maître Jules,Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,27.00,55.00,N/A,"Intense and fruity taste, honey and flowery aftertaste","Orange washed rind, rich and creamy texture",N/A,false,Soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1270,Saint-Paulin DuVillage,Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,28.00,46.00,N/A,Nutty and fresh butter taste,"Light beige color, soft and smooth texture",N/A,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
1271,Vacherin DuVillage,Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,28.00,48.00,N/A,Fresh apples and nutty flavor with an acid hint,"Light yellow or copper-colored washed rind, creamy-colored interior with a smooth and supple texture",N/A,false,Firm Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1272,Mont Gleason,Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,27.00,40.00,Delicate eyes,Fruity and slightly nutty flavor,Pressed and uncooked,2 Months,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
1273,Raclette DuVillage,Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,26.00,46.00,N/A,Buttery taste,"Orange washed rind, creamy-colored interior, tender texture",N/A,false,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1274,Cantonnier,Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,30.00,45.00,N/A,"Notes of cream, fresh farm milk and a hint of hazelnut",Pressed surface ripened,2 Months,false,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1275,Cendré (Le),Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,28.00,46.00,2003 Grand Champion of the Royal Agricultural Fair,Mild and fruity with aroma of hazelnut and hay,"Surface ripened with washed rind, bears a horizontal strip of vegetable carbon",2 Months,false,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,2016-02-03
1276,Saint-Médard,Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,28.00,46.00,N/A,Mild and fruity,"Surface ripened, edible orange rind",1 Month,false,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1277,Kingsberg,Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,27.00,40.00,"2004 Winner, Emmental-type cheese category, Canadian Cheese Grand Prix",Mild,"Emmental type cheese, no rind",1 Month,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
1278,Sir Laurier d'Arthabaska,Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,27.00,55.00,Caseus 2001 : Public's and press prizes,"Creamy taste, exudes intense and expansive aroma","Surface ripened, washed, shiny rind which is slightly wrinkled",Less than 1 Month,false,Soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1279,Triple Crème Du Village,Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,38.00,48.00,N/A,Butter and cream flavor with a pungent hint,"Bloomy rind, creamy texture",Less than 1 Month,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1280,Petit Rubis (Le),Fromagerie 1860 DuVillage (Saputo),QC,Industrial,N/A,22.00,55.00,Casein chip in its center,"Creamy flavor, hazelnut and flowery hints","Fully ripened, washed rind cheese",Less than 1 Month,false,Soft Cheese,Cow,Raw Milk,Washed Rind,2016-02-03
1281,Chèbrie,Fromagerie Madame Chèvre (Woolwich Dairy),QC,Industrial,N/A,22.00,52.00,N/A,Creamy taste,"Brie cheese made with goat's milk, runny interior",N/A,false,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
1282,Princeville,Fromagerie Madame Chèvre (Woolwich Dairy),QC,Industrial,N/A,22.00,52.00,Appropriate for those who want to try goat cheese,Rich and creamy taste,"Goat's soft cheese, ripened",N/A,false,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
1283,Tre Fratello,Fromagerie Madame Chèvre (Woolwich Dairy),QC,Industrial,N/A,23.00,54.00,Ash covered,Rich and creamy taste,"Ivory-colored cheese, surface-ripenend",N/A,false,Soft Cheese,Goat,Pasteurized,N/A,2016-02-03
1284,Castile,Fromagerie Madame Chèvre (Woolwich Dairy),QC,Industrial,N/A,23.00,54.00,Ash covered,Rich and creamy taste,"Goat soft cheese, surface-ripened",N/A,false,Soft Cheese,Goat,Pasteurized,N/A,2016-02-03
1285,Capella,Fromagerie Madame Chèvre (Woolwich Dairy),QC,Industrial,N/A,23.00,54.00,Log or disk-shaped,Rich and creamy taste,"Goat cheese, surface ripenened",N/A,false,Soft Cheese,Goat,Pasteurized,N/A,2016-02-03
1286,Kunik,Domaine de Courval,QC,Artisan,http://www.produitsdelaferme.com/fr/producteurs/domaine_de_courval.html,42.00,42.00,Mix of goat's milk and cow's cream,Rich,"Surface-ripened, white mold",N/A,true,Soft Cheese,Cow and Goat,Pasteurized,Bloomy Rind,2016-02-03
1287,Perle,Domaine de Courval,QC,Artisan,http://www.produitsdelaferme.com/fr/producteurs/domaine_de_courval.html,0.00,0.00,N/A,Pungent,"Soft cheese, surface ripened, white mold",N/A,false,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
1288,Avalanche,Beurrerie du Patrimoine,QC,Farmstead,http://www.fermegroleau.com,2.00,80.00,"Organic, lactose free, low in fat",Creamy taste,Unctuous and velvety spreadable cheese,Unripened,true,Fresh Cheese,Cow,Pasteurized,No Rind,2016-02-03
1289,Cottage de la Beurrerie du Patrimoine,Beurrerie du Patrimoine,QC,Farmstead,http://www.fermegroleau.com,4.00,80.00,Organic. Winner of 3 Caseus prizes.,Fresh cream taste,N/A,Unripened,true,Fresh Cheese,Cow,Pasteurized,No Rind,2016-02-03
1290,Canadiane,Beurrerie du Patrimoine,QC,Farmstead,http://www.fermegroleau.com,18.00,45.00,Organic. 50% thermised cow's milk and 50% thermised goat's milk.,Pronounced hazelnut flavor and butter,"Camembert-type cheese,",2 Months,true,Semi-soft Cheese,Cow and Goat,Thermised,Washed Rind,2016-02-03
1291,Vent d'est,Beurrerie du Patrimoine,QC,Farmstead,http://www.fermegroleau.com,14.00,45.00,"Organic, low in fat",Mushroomy and buttery,"Munster-type cheese, washed rind",2 Months,true,Semi-soft Cheese,Cow,Thermised,Washed Rind,2016-02-03
1292,Cheddar frais Côte-de-Beaupré,Fromagerie Côte-de-Beaupré (Fromagerie Perron),QC,Industrial,http://www.fromagerieperron.com/eng/accueil.shtm,31.00,39.00,N/A,Plain or seasoned,Cheese curds or pressed,Unripened,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1293,Caprano vieilli,Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,27.00,45.00,N/A,"Goat butter taste, more pronounced taste than the Caprano, without being overly pungent",N/A,18 Months,false,Firm Cheese,Goat,Pasteurized,No Rind,2016-02-03
1294,Cendrillon (Le),Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,25.00,50.00,World Champion in all categories World Cheese Awards 2009    Covered with vegetable ash,"Acidulous, semi-strong taste","Soft cheese, surface-ripened",N/A,false,Soft Cheese,Goat,Pasteurized,N/A,2016-02-03
1295,Rumeur (La),Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,30.00,50.00,N/A,N/A,Double cream Brie,N/A,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1296,Camembert de Portneuf,Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,30.00,50.00,N/A,Typed and aromatic,"Thin rind, creamy and supple texture",N/A,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1297,Brise du Matin,Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,30.00,50.00,It is made of pasturized milk and cream,"It has flavous of butter, fresh mushrooms and hazelnuts that become more pronounced with age",It has a bloomy rind with a creamy interior,N/A,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1298,Brie double crème de Portneuf,Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,30.00,50.00,Made with Cream,Mild and creamy with a nutty flavour,Double cream,N/A,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1299,Brie de Portneuf,Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,25.00,50.00,N/A,Slightly fruity,Regular Brie,N/A,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1300,Bonaparte (Le),Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,30.00,50.00,Made with cream,N/A,Double cream,N/A,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1301,Capriny,Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,22.00,55.00,N/A,"Delicate and salty (varieties available: plain, herb, pepper)","Soft and creamy body, slightly acidulous",Unripened,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
1302,Belle Crème,Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,35.00,50.00,Cream enriched,"Mild, light and delicate. Creamy and nutty taste",Triple cream,N/A,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1303,Bleubry,Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,37.00,45.00,Champion de Catégorie au Grand Prix des fromages Canadiens 2004,Very mild flavours reminiscent of blue cheese characteristics,Blue-veined,Less than 1 Month,false,Veined Cheeses,Cow,Pasteurized,Bloomy Rind,2016-02-03
1304,Chèvre D'Art,Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,25.00,50.00,N/A,Lightly salted and acidic,"Ripened, white interior",N/A,false,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
1305,Chèvre des neiges,Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,24.00,55.00,Made from 50% cow's milk and 50% goat's milk,"Mild, slight goat taste available with fig and orange flavour",Smooth,Unripened,false,Fresh Cheese,Cow and Goat,Pasteurized,No Rind,2016-02-03
1306,Calendos (Le),Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,30.00,50.00,Affiné en surface et recouvert d'une belle croûte blanche,"Smooth and velvety, with age it bocomes more full-flavoured and gains a mor distinct aroma","Supple, homogeneous, creamy-yellow body",Less than 1 Month,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1307,Caprano,Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,27.00,45.00,Cheese with small holes,Mild and delicate  taste becoming more pronounced with age,Natural rind,Less than 1 Month,false,Firm Cheese,Goat,Pasteurized,No Rind,2016-02-03
1308,Paillot de chèvre,Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,25.00,50.00,Wrapped in straw,"Sharp to pronounced depending on ripening, lactic and slight hazelnut flavour",N/A,Unripened,false,Fresh Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
1309,Saint-Honoré,Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,35.00,50.00,Cream enriched,Mild and  rich,Triple cream,Less than 1 Month,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1310,Campagnard,Alexis de Portneuf (Saputo),QC,Industrial,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,30.00,50.00,N/A,"Taste of butter, nuts and corn",Camembert type,N/A,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1311,Tomme du Maréchal,Chèvrerie du Buckland,QC,Farmstead,http://www.chevreriedubuckland.com,27.00,48.00,N/A,"Butter, hazelnut and chestnut flavors",N/A,9 Months,false,Semi-soft Cheese,Goat,Raw Milk,N/A,2016-02-03
1312,Cheddar St-Georges,Fromagerie Proulx,QC,Artisan,http://http://www.fromagerieproulx.com/Bienvenue.php?lg=1,31.00,39.00,N/A,Hazelnut flavor,"Cream-colored, blocks or curds",N/A,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1313,Fontina de l'Abbaye,Fromagerie Abbaye de Saint-Benoît-du-Lac,QC,Artisan,http://www.st-benoit-du-lac.com/fromages/fromagerie.html,30.00,43.00,N/A,"Mild, slightly lactic and hazelnut flavour","Ivory-colored cheese, smoothand elastic texture, few holes",3 Months,true,Semi-soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
1314,Chèvre-Noît Bleu de chèvre,Fromagerie Abbaye de Saint-Benoît-du-Lac,QC,Artisan,http://www.st-benoit-du-lac.com/fromages/fromagerie.html,27.00,43.00,N/A,Pronounced and becomes more pungent with age,"When aged, its texture becomes rich and creamy.",1 Year,false,Veined Cheeses,Goat,Pasteurized,N/A,2016-02-03
1315,Chanoine,Fromagerie Abbaye de Saint-Benoît-du-Lac,QC,Artisan,http://www.st-benoit-du-lac.com/fromages/fromagerie.html,32.00,41.00,N/A,Pronounced,N/A,3 Months,false,Veined Cheeses,Ewe,Pasteurized,N/A,2016-02-03
1316,Bleu Bénédictin,Fromagerie Abbaye de Saint-Benoît-du-Lac,QC,Artisan,http://www.st-benoit-du-lac.com/fromages/fromagerie.html,24.00,45.00,2006 Canadian Cheese Grand Prix blue cheese category Champion,Creamy with a slight salty taste,"Natural rind, surface ripened",3 Months,false,Veined Cheeses,Cow,Pasteurized,No Rind,2016-02-03
1317,Memphré (Le),Fromagerie Abbaye de Saint-Benoît-du-Lac,QC,Artisan,http://www.st-benoit-du-lac.com/fromages/fromagerie.html,31.00,41.00,N/A,"Typical taste, very agreable in the mouth, neither too mild or too pronounced","No rind, smooth and unctuous",3 Months,false,Firm Cheese,Ewe,Pasteurized,No Rind,2016-02-03
1318,Ermite,Fromagerie Abbaye de Saint-Benoît-du-Lac,QC,Artisan,http://www.st-benoit-du-lac.com/fromages/fromagerie.html,30.00,41.00,N/A,"Strong taste typical of certain blue cheeses, with a long finish","Unpressed, uncooked cheese, interior-ripened with Penicilium roqueforti",2 Months,false,Veined Cheeses,Cow,Pasteurized,N/A,2016-02-03
1319,Frère Jacques,Fromagerie Abbaye de Saint-Benoît-du-Lac,QC,Artisan,http://www.st-benoit-du-lac.com/fromages/fromagerie.html,29.00,42.00,N/A,Mild and hazelnutty,"Pressed cheese, natural rind and interior-ripened, dry texture, big eyes",2 Months,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
1320,Moine (Le),Fromagerie Abbaye de Saint-Benoît-du-Lac,QC,Artisan,http://www.st-benoit-du-lac.com/fromages/fromagerie.html,29.00,42.00,Cheese similar to the Gruyère family,"Sharp, hazelnutty","Cheese with irregular holes, natural rind",2 Months,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
1321,Mont Saint-Benoît,Fromagerie Abbaye de Saint-Benoît-du-Lac,QC,Artisan,http://www.st-benoit-du-lac.com/fromages/fromagerie.html,30.00,43.00,Emmental type cheese,Mild and hazelnut flavour,Interior ripened,Less than 1 Month,false,Semi-soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
1322,Ricotta de chèvre,Fromagerie Abbaye de Saint-Benoît-du-Lac,QC,Artisan,http://www.st-benoit-du-lac.com/fromages/fromagerie.html,25.00,55.00,N/A,"Fresh, acidulous.",White and damp,Unripened,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
1323,Ricotta Saint-Benoît,Fromagerie Abbaye de Saint-Benoît-du-Lac,QC,Artisan,http://www.st-benoit-du-lac.com/fromages/fromagerie.html,12.00,65.00,N/A,"Fresh, mild, slightly acidulous",White and damp,N/A,false,Fresh Cheese,Cow,Pasteurized,No Rind,2016-02-03
